CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRIPTION	MODEL
Chr4	18382940	18383740	-	"ID=AT4G39560.2-Protein;Name=AT4G39560.2;Derives_from=AT4G39560.2"	AT4G39560.2
Chr4	18384254	18385441	-	"ID=AT4G39570.1-Protein;Name=AT4G39570.1;Derives_from=AT4G39570.1"	AT4G39570.1
Chr4	18385684	18386811	-	"ID=AT4G39580.1-Protein;Name=AT4G39580.1;Derives_from=AT4G39580.1"	AT4G39580.1
Chr4	18387515	18388723	-	"ID=AT4G39590.1-Protein;Name=AT4G39590.1;Derives_from=AT4G39590.1"	AT4G39590.1
Chr4	18389436	18390539	-	"ID=AT4G39600.1-Protein;Name=AT4G39600.1;Derives_from=AT4G39600.1"	AT4G39600.1
Chr4	18393808	18394602	-	"ID=AT4G39610.1-Protein;Name=AT4G39610.1;Derives_from=AT4G39610.1"	AT4G39610.1
Chr4	18395294	18397578	+	"ID=AT4G39620.1-Protein;Name=AT4G39620.1;Derives_from=AT4G39620.1"	AT4G39620.1
Chr4	18395294	18397393	+	"ID=AT4G39620.2-Protein;Name=AT4G39620.2;Derives_from=AT4G39620.2"	AT4G39620.2
Chr4	18397749	18399263	-	"ID=AT4G39630.1-Protein;Name=AT4G39630.1;Derives_from=AT4G39630.1"	AT4G39630.1
Chr4	18400608	18402861	+	"ID=AT4G39640.1-Protein;Name=AT4G39640.1;Derives_from=AT4G39640.1"	AT4G39640.1
Chr4	18400608	18402861	+	"ID=AT4G39640.2-Protein;Name=AT4G39640.2;Derives_from=AT4G39640.2"	AT4G39640.2
Chr4	18403602	18405914	+	"ID=AT4G39650.1-Protein;Name=AT4G39650.1;Derives_from=AT4G39650.1"	AT4G39650.1
Chr4	18406797	18409262	+	"ID=AT4G39660.1-Protein;Name=AT4G39660.1;Derives_from=AT4G39660.1"	AT4G39660.1
Chr4	18410172	18410861	+	"ID=AT4G39670.1-Protein;Name=AT4G39670.1;Derives_from=AT4G39670.1"	AT4G39670.1
Chr4	18413841	18414053	+	"ID=AT4G39675.1-Protein;Name=AT4G39675.1;Derives_from=AT4G39675.1"	AT4G39675.1
Chr4	18414604	18416938	-	"ID=AT4G39680.1-Protein;Name=AT4G39680.1;Derives_from=AT4G39680.1"	AT4G39680.1
Chr4	18414604	18416938	-	"ID=AT4G39680.2-Protein;Name=AT4G39680.2;Derives_from=AT4G39680.2"	AT4G39680.2
Chr4	18417755	18421633	+	"ID=AT4G39690.1-Protein;Name=AT4G39690.1;Derives_from=AT4G39690.1"	AT4G39690.1
Chr4	18424265	18424906	+	"ID=AT4G39700.1-Protein;Name=AT4G39700.1;Derives_from=AT4G39700.1"	AT4G39700.1
Chr4	18427249	18428325	-	"ID=AT4G39710.1-Protein;Name=AT4G39710.1;Derives_from=AT4G39710.1"	AT4G39710.1
Chr4	18427447	18428325	-	"ID=AT4G39710.2-Protein;Name=AT4G39710.2;Derives_from=AT4G39710.2"	AT4G39710.2
Chr4	18429992	18430864	-	"ID=AT4G39720.1-Protein;Name=AT4G39720.1;Derives_from=AT4G39720.1"	AT4G39720.1
Chr4	18432950	18433581	+	"ID=AT4G39730.1-Protein;Name=AT4G39730.1;Derives_from=AT4G39730.1"	AT4G39730.1
Chr4	18435586	18437095	-	"ID=AT4G39740.1-Protein;Name=AT4G39740.1;Derives_from=AT4G39740.1"	AT4G39740.1
Chr4	18437806	18438665	+	"ID=AT4G39745.1-Protein;Name=AT4G39745.1;Derives_from=AT4G39745.1"	AT4G39745.1
Chr4	18439138	18439578	+	"ID=AT4G39750.1-Protein;Name=AT4G39750.1;Derives_from=AT4G39750.1"	AT4G39750.1
Chr4	18440125	18441297	+	"ID=AT4G39753.1-Protein;Name=AT4G39753.1;Derives_from=AT4G39753.1"	AT4G39753.1
Chr4	18441756	18442880	+	"ID=AT4G39756.1-Protein;Name=AT4G39756.1;Derives_from=AT4G39756.1"	AT4G39756.1
Chr4	18443679	18444788	+	"ID=AT4G39760.1-Protein;Name=AT4G39760.1;Derives_from=AT4G39760.1"	AT4G39760.1
Chr4	18449138	18451218	-	"ID=AT4G39770.1-Protein;Name=AT4G39770.1;Derives_from=AT4G39770.1"	AT4G39770.1
Chr4	18458216	18459034	-	"ID=AT4G39780.1-Protein;Name=AT4G39780.1;Derives_from=AT4G39780.1"	AT4G39780.1
Chr4	18462316	18464584	-	"ID=AT4G39790.1-Protein;Name=AT4G39790.1;Derives_from=AT4G39790.1"	AT4G39790.1
Chr4	18466621	18467325	+	"ID=AT4G39795.1-Protein;Name=AT4G39795.1;Derives_from=AT4G39795.1"	AT4G39795.1
Chr4	18469659	18471893	-	"ID=AT4G39800.1-Protein;Name=AT4G39800.1;Derives_from=AT4G39800.1"	AT4G39800.1
Chr4	18474608	18475735	-	"ID=AT4G39810.1-Protein;Name=AT4G39810.1;Derives_from=AT4G39810.1"	AT4G39810.1
Chr4	18476698	18477924	-	"ID=AT4G39820.1-Protein;Name=AT4G39820.1;Derives_from=AT4G39820.1"	AT4G39820.1
Chr4	18479103	18481184	+	"ID=AT4G39830.1-Protein;Name=AT4G39830.1;Derives_from=AT4G39830.1"	AT4G39830.1
Chr4	18485268	18486623	+	"ID=AT4G39840.1-Protein;Name=AT4G39840.1;Derives_from=AT4G39840.1"	AT4G39840.1
Chr4	18489220	18496762	+	"ID=AT4G39850.1-Protein;Name=AT4G39850.1;Derives_from=AT4G39850.1"	AT4G39850.1
Chr4	18489220	18496762	+	"ID=AT4G39850.2-Protein;Name=AT4G39850.2;Derives_from=AT4G39850.2"	AT4G39850.2
Chr4	18489220	18496762	+	"ID=AT4G39850.3-Protein;Name=AT4G39850.3;Derives_from=AT4G39850.3"	AT4G39850.3
Chr4	18499909	18501472	+	"ID=AT4G39860.1-Protein;Name=AT4G39860.1;Derives_from=AT4G39860.1"	AT4G39860.1
Chr4	18499909	18501472	+	"ID=AT4G39860.2-Protein;Name=AT4G39860.2;Derives_from=AT4G39860.2"	AT4G39860.2
Chr4	18502234	18504275	+	"ID=AT4G39870.1-Protein;Name=AT4G39870.1;Derives_from=AT4G39870.1"	AT4G39870.1
Chr4	18502234	18504275	+	"ID=AT4G39870.2-Protein;Name=AT4G39870.2;Derives_from=AT4G39870.2"	AT4G39870.2
Chr4	18504601	18505137	+	"ID=AT4G39880.1-Protein;Name=AT4G39880.1;Derives_from=AT4G39880.1"	AT4G39880.1
Chr4	18506112	18507459	+	"ID=AT4G39890.1-Protein;Name=AT4G39890.1;Derives_from=AT4G39890.1"	AT4G39890.1
Chr4	18508569	18510289	-	"ID=AT4G39900.1-Protein;Name=AT4G39900.1;Derives_from=AT4G39900.1"	AT4G39900.1
Chr4	18511858	18514139	-	"ID=AT4G39910.1-Protein;Name=AT4G39910.1;Derives_from=AT4G39910.1"	AT4G39910.1
Chr4	18515213	18515602	+	"ID=AT4G39917.1-Protein;Name=AT4G39917.1;Derives_from=AT4G39917.1"	AT4G39917.1
Chr4	18515882	18516919	+	"ID=AT4G39920.1-Protein;Name=AT4G39920.1;Derives_from=AT4G39920.1"	AT4G39920.1
Chr4	18517619	18518022	-	"ID=AT4G39925.1-Protein;Name=AT4G39925.1;Derives_from=AT4G39925.1"	AT4G39925.1
Chr4	18518551	18518901	-	"ID=AT4G39930.1-Protein;Name=AT4G39930.1;Derives_from=AT4G39930.1"	AT4G39930.1
Chr4	18518551	18518901	-	"ID=AT4G39930.2-Protein;Name=AT4G39930.2;Derives_from=AT4G39930.2"	AT4G39930.2
Chr4	18519787	18521276	+	"ID=AT4G39940.1-Protein;Name=AT4G39940.1;Derives_from=AT4G39940.1"	AT4G39940.1
Chr4	18525311	18527284	+	"ID=AT4G39950.1-Protein;Name=AT4G39950.1;Derives_from=AT4G39950.1"	AT4G39950.1
Chr4	18527680	18530007	+	"ID=AT4G39952.1-Protein;Name=AT4G39952.1;Derives_from=AT4G39952.1"	AT4G39952.1
Chr4	18530573	18532088	+	"ID=AT4G39955.1-Protein;Name=AT4G39955.1;Derives_from=AT4G39955.1"	AT4G39955.1
Chr4	18534194	18536320	+	"ID=AT4G39960.1-Protein;Name=AT4G39960.1;Derives_from=AT4G39960.1"	AT4G39960.1
Chr4	18536678	18538429	-	"ID=AT4G39970.1-Protein;Name=AT4G39970.1;Derives_from=AT4G39970.1"	AT4G39970.1
Chr4	18539654	18541832	+	"ID=AT4G39980.1-Protein;Name=AT4G39980.1;Derives_from=AT4G39980.1"	AT4G39980.1
Chr4	18542349	18542465	-	"ID=AT4G39986.1-Protein;Name=AT4G39986.1;Derives_from=AT4G39986.1"	AT4G39986.1
Chr4	18542722	18543779	+	"ID=AT4G39990.1-Protein;Name=AT4G39990.1;Derives_from=AT4G39990.1"	AT4G39990.1
Chr4	18543989	18547443	-	"ID=AT4G40000.1-Protein;Name=AT4G40000.1;Derives_from=AT4G40000.1"	AT4G40000.1
Chr4	18548704	18551056	-	"ID=AT4G40010.1-Protein;Name=AT4G40010.1;Derives_from=AT4G40010.1"	AT4G40010.1
Chr4	18551198	18551404	-	"ID=AT4G40011.1-Protein;Name=AT4G40011.1;Derives_from=AT4G40011.1"	AT4G40011.1
Chr4	18553453	18555300	-	"ID=AT4G40020.1-Protein;Name=AT4G40020.1;Derives_from=AT4G40020.1"	AT4G40020.1
Chr4	18555840	18556417	-	"ID=AT4G40030.1-Protein;Name=AT4G40030.1;Derives_from=AT4G40030.1"	AT4G40030.1
Chr4	18555840	18556827	-	"ID=AT4G40030.2-Protein;Name=AT4G40030.2;Derives_from=AT4G40030.2"	AT4G40030.2
Chr4	18555840	18556417	-	"ID=AT4G40030.3-Protein;Name=AT4G40030.3;Derives_from=AT4G40030.3"	AT4G40030.3
Chr4	18557539	18558236	-	"ID=AT4G40040.1-Protein;Name=AT4G40040.1;Derives_from=AT4G40040.1"	AT4G40040.1
Chr4	18557539	18558236	-	"ID=AT4G40040.2-Protein;Name=AT4G40040.2;Derives_from=AT4G40040.2"	AT4G40040.2
Chr4	18559289	18559570	+	"ID=AT4G40042.1-Protein;Name=AT4G40042.1;Derives_from=AT4G40042.1"	AT4G40042.1
Chr4	18559926	18560348	-	"ID=AT4G40045.1-Protein;Name=AT4G40045.1;Derives_from=AT4G40045.1"	AT4G40045.1
Chr4	18561206	18563727	-	"ID=AT4G40050.1-Protein;Name=AT4G40050.1;Derives_from=AT4G40050.1"	AT4G40050.1
Chr4	18571682	18572774	-	"ID=AT4G40060.1-Protein;Name=AT4G40060.1;Derives_from=AT4G40060.1"	AT4G40060.1
Chr4	18576533	18577504	+	"ID=AT4G40070.1-Protein;Name=AT4G40070.1;Derives_from=AT4G40070.1"	AT4G40070.1
Chr4	18579371	18580542	+	"ID=AT4G40080.1-Protein;Name=AT4G40080.1;Derives_from=AT4G40080.1"	AT4G40080.1
Chr4	18581085	18581504	-	"ID=AT4G40090.1-Protein;Name=AT4G40090.1;Derives_from=AT4G40090.1"	AT4G40090.1
Chr4	18583244	18584524	+	"ID=AT4G40100.1-Protein;Name=AT4G40100.1;Derives_from=AT4G40100.1"	AT4G40100.1
Chr5	1388	4924	-	"ID=AT5G01010.1-Protein;Name=AT5G01010.1;Derives_from=AT5G01010.1"	AT5G01010.1
Chr5	1388	4924	-	"ID=AT5G01010.2-Protein;Name=AT5G01010.2;Derives_from=AT5G01010.2"	AT5G01010.2
Chr5	1527	4924	-	"ID=AT5G01010.3-Protein;Name=AT5G01010.3;Derives_from=AT5G01010.3"	AT5G01010.3
Chr5	1388	4924	-	"ID=AT5G01010.4-Protein;Name=AT5G01010.4;Derives_from=AT5G01010.4"	AT5G01010.4
Chr5	5335	5769	-	"ID=AT5G01015.1-Protein;Name=AT5G01015.1;Derives_from=AT5G01015.1"	AT5G01015.1
Chr5	5516	5769	-	"ID=AT5G01015.2-Protein;Name=AT5G01015.2;Derives_from=AT5G01015.2"	AT5G01015.2
Chr5	6309	8270	-	"ID=AT5G01020.1-Protein;Name=AT5G01020.1;Derives_from=AT5G01020.1"	AT5G01020.1
Chr5	10638	13003	+	"ID=AT5G01030.1-Protein;Name=AT5G01030.1;Derives_from=AT5G01030.1"	AT5G01030.1
Chr5	10638	13003	+	"ID=AT5G01030.2-Protein;Name=AT5G01030.2;Derives_from=AT5G01030.2"	AT5G01030.2
Chr5	13394	16142	-	"ID=AT5G01040.1-Protein;Name=AT5G01040.1;Derives_from=AT5G01040.1"	AT5G01040.1
Chr5	18209	20812	-	"ID=AT5G01050.1-Protein;Name=AT5G01050.1;Derives_from=AT5G01050.1"	AT5G01050.1
Chr5	22740	24847	+	"ID=AT5G01060.1-Protein;Name=AT5G01060.1;Derives_from=AT5G01060.1"	AT5G01060.1
Chr5	25425	25799	-	"ID=AT5G01070.1-Protein;Name=AT5G01070.1;Derives_from=AT5G01070.1"	AT5G01070.1
Chr5	25094	25799	-	"ID=AT5G01070.2-Protein;Name=AT5G01070.2;Derives_from=AT5G01070.2"	AT5G01070.2
Chr5	27095	27423	-	"ID=AT5G01075.1-Protein;Name=AT5G01075.1;Derives_from=AT5G01075.1"	AT5G01075.1
Chr5	28532	29086	-	"ID=AT5G01080.1-Protein;Name=AT5G01080.1;Derives_from=AT5G01080.1"	AT5G01080.1
Chr5	33055	34116	+	"ID=AT5G01090.1-Protein;Name=AT5G01090.1;Derives_from=AT5G01090.1"	AT5G01090.1
Chr5	34872	37756	-	"ID=AT5G01100.1-Protein;Name=AT5G01100.1;Derives_from=AT5G01100.1"	AT5G01100.1
Chr5	42114	44303	-	"ID=AT5G01110.1-Protein;Name=AT5G01110.1;Derives_from=AT5G01110.1"	AT5G01110.1
Chr5	45281	46986	+	"ID=AT5G01120.1-Protein;Name=AT5G01120.1;Derives_from=AT5G01120.1"	AT5G01120.1
Chr5	47642	49174	+	"ID=AT5G01130.1-Protein;Name=AT5G01130.1;Derives_from=AT5G01130.1"	AT5G01130.1
Chr5	49891	51437	+	"ID=AT5G01140.1-Protein;Name=AT5G01140.1;Derives_from=AT5G01140.1"	AT5G01140.1
Chr5	51988	53649	+	"ID=AT5G01150.1-Protein;Name=AT5G01150.1;Derives_from=AT5G01150.1"	AT5G01150.1
Chr5	54280	55727	+	"ID=AT5G01160.1-Protein;Name=AT5G01160.1;Derives_from=AT5G01160.1"	AT5G01160.1
Chr5	58315	60021	+	"ID=AT5G01170.1-Protein;Name=AT5G01170.1;Derives_from=AT5G01170.1"	AT5G01170.1
Chr5	61257	63240	-	"ID=AT5G01180.1-Protein;Name=AT5G01180.1;Derives_from=AT5G01180.1"	AT5G01180.1
Chr5	72392	74612	+	"ID=AT5G01190.1-Protein;Name=AT5G01190.1;Derives_from=AT5G01190.1"	AT5G01190.1
Chr5	77116	78294	+	"ID=AT5G01200.1-Protein;Name=AT5G01200.1;Derives_from=AT5G01200.1"	AT5G01200.1
Chr5	84554	85981	+	"ID=AT5G01210.1-Protein;Name=AT5G01210.1;Derives_from=AT5G01210.1"	AT5G01210.1
Chr5	86907	89885	-	"ID=AT5G01220.1-Protein;Name=AT5G01220.1;Derives_from=AT5G01220.1"	AT5G01220.1
Chr5	91920	92324	+	"ID=AT5G01225.1-Protein;Name=AT5G01225.1;Derives_from=AT5G01225.1"	AT5G01225.1
Chr5	92789	95380	-	"ID=AT5G01230.1-Protein;Name=AT5G01230.1;Derives_from=AT5G01230.1"	AT5G01230.1
Chr5	94694	95380	-	"ID=AT5G01230.2-Protein;Name=AT5G01230.2;Derives_from=AT5G01230.2"	AT5G01230.2
Chr5	98228	101493	+	"ID=AT5G01240.1-Protein;Name=AT5G01240.1;Derives_from=AT5G01240.1"	AT5G01240.1
Chr5	98663	101493	+	"ID=AT5G01240.2-Protein;Name=AT5G01240.2;Derives_from=AT5G01240.2"	AT5G01240.2
Chr5	102370	103593	-	"ID=AT5G01250.1-Protein;Name=AT5G01250.1;Derives_from=AT5G01250.1"	AT5G01250.1
Chr5	105367	106488	+	"ID=AT5G01260.1-Protein;Name=AT5G01260.1;Derives_from=AT5G01260.1"	AT5G01260.1
Chr5	105367	107045	+	"ID=AT5G01260.2-Protein;Name=AT5G01260.2;Derives_from=AT5G01260.2"	AT5G01260.2
Chr5	108163	112143	-	"ID=AT5G01270.1-Protein;Name=AT5G01270.1;Derives_from=AT5G01270.1"	AT5G01270.1
Chr5	107943	112143	-	"ID=AT5G01270.2-Protein;Name=AT5G01270.2;Derives_from=AT5G01270.2"	AT5G01270.2
Chr5	114185	116237	-	"ID=AT5G01280.1-Protein;Name=AT5G01280.1;Derives_from=AT5G01280.1"	AT5G01280.1
Chr5	117520	121392	+	"ID=AT5G01290.1-Protein;Name=AT5G01290.1;Derives_from=AT5G01290.1"	AT5G01290.1
Chr5	121643	122448	-	"ID=AT5G01300.1-Protein;Name=AT5G01300.1;Derives_from=AT5G01300.1"	AT5G01300.1
Chr5	121643	122128	-	"ID=AT5G01300.2-Protein;Name=AT5G01300.2;Derives_from=AT5G01300.2"	AT5G01300.2
Chr5	125304	128960	+	"ID=AT5G01310.1-Protein;Name=AT5G01310.1;Derives_from=AT5G01310.1"	AT5G01310.1
Chr5	129484	131625	-	"ID=AT5G01320.1-Protein;Name=AT5G01320.1;Derives_from=AT5G01320.1"	AT5G01320.1
Chr5	132538	134807	-	"ID=AT5G01330.1-Protein;Name=AT5G01330.1;Derives_from=AT5G01330.1"	AT5G01330.1
Chr5	143240	144561	-	"ID=AT5G01340.1-Protein;Name=AT5G01340.1;Derives_from=AT5G01340.1"	AT5G01340.1
Chr5	145865	146911	-	"ID=AT5G01350.1-Protein;Name=AT5G01350.1;Derives_from=AT5G01350.1"	AT5G01350.1
Chr5	147608	149316	-	"ID=AT5G01360.1-Protein;Name=AT5G01360.1;Derives_from=AT5G01360.1"	AT5G01360.1
Chr5	148014	149316	-	"ID=AT5G01360.2-Protein;Name=AT5G01360.2;Derives_from=AT5G01360.2"	AT5G01360.2
Chr5	152575	154295	+	"ID=AT5G01370.1-Protein;Name=AT5G01370.1;Derives_from=AT5G01370.1"	AT5G01370.1
Chr5	155784	157451	-	"ID=AT5G01380.1-Protein;Name=AT5G01380.1;Derives_from=AT5G01380.1"	AT5G01380.1
Chr5	160500	162199	-	"ID=AT5G01390.1-Protein;Name=AT5G01390.1;Derives_from=AT5G01390.1"	AT5G01390.1
Chr5	160500	162199	-	"ID=AT5G01390.2-Protein;Name=AT5G01390.2;Derives_from=AT5G01390.2"	AT5G01390.2
Chr5	160500	162199	-	"ID=AT5G01390.3-Protein;Name=AT5G01390.3;Derives_from=AT5G01390.3"	AT5G01390.3
Chr5	160500	162199	-	"ID=AT5G01390.4-Protein;Name=AT5G01390.4;Derives_from=AT5G01390.4"	AT5G01390.4
Chr5	162803	171072	-	"ID=AT5G01400.1-Protein;Name=AT5G01400.1;Derives_from=AT5G01400.1"	AT5G01400.1
Chr5	172576	173505	-	"ID=AT5G01410.1-Protein;Name=AT5G01410.1;Derives_from=AT5G01410.1"	AT5G01410.1
Chr5	174886	176091	-	"ID=AT5G01420.1-Protein;Name=AT5G01420.1;Derives_from=AT5G01420.1"	AT5G01420.1
Chr5	176797	178010	-	"ID=AT5G01430.1-Protein;Name=AT5G01430.1;Derives_from=AT5G01430.1"	AT5G01430.1
Chr5	176797	178010	-	"ID=AT5G01430.2-Protein;Name=AT5G01430.2;Derives_from=AT5G01430.2"	AT5G01430.2
Chr5	179822	181283	+	"ID=AT5G01440.1-Protein;Name=AT5G01440.1;Derives_from=AT5G01440.1"	AT5G01440.1
Chr5	182013	182526	-	"ID=AT5G01445.1-Protein;Name=AT5G01445.1;Derives_from=AT5G01445.1"	AT5G01445.1
Chr5	183693	186244	-	"ID=AT5G01450.1-Protein;Name=AT5G01450.1;Derives_from=AT5G01450.1"	AT5G01450.1
Chr5	186823	190008	+	"ID=AT5G01460.1-Protein;Name=AT5G01460.1;Derives_from=AT5G01460.1"	AT5G01460.1
Chr5	190953	192462	+	"ID=AT5G01470.1-Protein;Name=AT5G01470.1;Derives_from=AT5G01470.1"	AT5G01470.1
Chr5	190953	192462	+	"ID=AT5G01470.2-Protein;Name=AT5G01470.2;Derives_from=AT5G01470.2"	AT5G01470.2
Chr5	190953	192462	+	"ID=AT5G01470.3-Protein;Name=AT5G01470.3;Derives_from=AT5G01470.3"	AT5G01470.3
Chr5	192990	194231	+	"ID=AT5G01480.1-Protein;Name=AT5G01480.1;Derives_from=AT5G01480.1"	AT5G01480.1
Chr5	195589	198465	+	"ID=AT5G01490.1-Protein;Name=AT5G01490.1;Derives_from=AT5G01490.1"	AT5G01490.1
Chr5	199017	201329	+	"ID=AT5G01500.1-Protein;Name=AT5G01500.1;Derives_from=AT5G01500.1"	AT5G01500.1
Chr5	201702	205151	+	"ID=AT5G01510.1-Protein;Name=AT5G01510.1;Derives_from=AT5G01510.1"	AT5G01510.1
Chr5	206797	208399	+	"ID=AT5G01520.1-Protein;Name=AT5G01520.1;Derives_from=AT5G01520.1"	AT5G01520.1
Chr5	206797	208170	+	"ID=AT5G01520.2-Protein;Name=AT5G01520.2;Derives_from=AT5G01520.2"	AT5G01520.2
Chr5	209084	210243	+	"ID=AT5G01530.1-Protein;Name=AT5G01530.1;Derives_from=AT5G01530.1"	AT5G01530.1
Chr5	211285	213333	-	"ID=AT5G01540.1-Protein;Name=AT5G01540.1;Derives_from=AT5G01540.1"	AT5G01540.1
Chr5	214517	216583	-	"ID=AT5G01550.1-Protein;Name=AT5G01550.1;Derives_from=AT5G01550.1"	AT5G01550.1
Chr5	218170	220245	-	"ID=AT5G01560.1-Protein;Name=AT5G01560.1;Derives_from=AT5G01560.1"	AT5G01560.1
Chr5	221367	222798	+	"ID=AT5G01570.1-Protein;Name=AT5G01570.1;Derives_from=AT5G01570.1"	AT5G01570.1
Chr5	222760	223852	-	"ID=AT5G01580.1-Protein;Name=AT5G01580.1;Derives_from=AT5G01580.1"	AT5G01580.1
Chr5	224249	226620	+	"ID=AT5G01590.1-Protein;Name=AT5G01590.1;Derives_from=AT5G01590.1"	AT5G01590.1
Chr5	228149	229594	-	"ID=AT5G01600.1-Protein;Name=AT5G01600.1;Derives_from=AT5G01600.1"	AT5G01600.1
Chr5	231075	231994	+	"ID=AT5G01610.1-Protein;Name=AT5G01610.1;Derives_from=AT5G01610.1"	AT5G01610.1
Chr5	232882	234821	+	"ID=AT5G01620.1-Protein;Name=AT5G01620.1;Derives_from=AT5G01620.1"	AT5G01620.1
Chr5	232882	234821	+	"ID=AT5G01620.2-Protein;Name=AT5G01620.2;Derives_from=AT5G01620.2"	AT5G01620.2
Chr5	232882	234821	+	"ID=AT5G01620.3-Protein;Name=AT5G01620.3;Derives_from=AT5G01620.3"	AT5G01620.3
Chr5	235117	240911	-	"ID=AT5G01630.1-Protein;Name=AT5G01630.1;Derives_from=AT5G01630.1"	AT5G01630.1
Chr5	241442	242113	-	"ID=AT5G01640.1-Protein;Name=AT5G01640.1;Derives_from=AT5G01640.1"	AT5G01640.1
Chr5	242734	244033	-	"ID=AT5G01650.1-Protein;Name=AT5G01650.1;Derives_from=AT5G01650.1"	AT5G01650.1
Chr5	243067	244033	-	"ID=AT5G01650.2-Protein;Name=AT5G01650.2;Derives_from=AT5G01650.2"	AT5G01650.2
Chr5	244504	248442	-	"ID=AT5G01660.1-Protein;Name=AT5G01660.1;Derives_from=AT5G01660.1"	AT5G01660.1
Chr5	252000	253856	+	"ID=AT5G01670.1-Protein;Name=AT5G01670.1;Derives_from=AT5G01670.1"	AT5G01670.1
Chr5	252000	253856	+	"ID=AT5G01670.2-Protein;Name=AT5G01670.2;Derives_from=AT5G01670.2"	AT5G01670.2
Chr5	253996	256640	-	"ID=AT5G01680.1-Protein;Name=AT5G01680.1;Derives_from=AT5G01680.1"	AT5G01680.1
Chr5	257410	260345	+	"ID=AT5G01690.1-Protein;Name=AT5G01690.1;Derives_from=AT5G01690.1"	AT5G01690.1
Chr5	260848	262345	-	"ID=AT5G01700.1-Protein;Name=AT5G01700.1;Derives_from=AT5G01700.1"	AT5G01700.1
Chr5	260848	262492	-	"ID=AT5G01700.2-Protein;Name=AT5G01700.2;Derives_from=AT5G01700.2"	AT5G01700.2
Chr5	263709	265250	-	"ID=AT5G01710.1-Protein;Name=AT5G01710.1;Derives_from=AT5G01710.1"	AT5G01710.1
Chr5	265379	265492	-	"ID=AT5G01712.1-Protein;Name=AT5G01712.1;Derives_from=AT5G01712.1"	AT5G01712.1
Chr5	267118	270391	-	"ID=AT5G01720.1-Protein;Name=AT5G01720.1;Derives_from=AT5G01720.1"	AT5G01720.1
Chr5	273019	277561	-	"ID=AT5G01730.1-Protein;Name=AT5G01730.1;Derives_from=AT5G01730.1"	AT5G01730.1
Chr5	278990	279142	-	"ID=AT5G01734.1-Protein;Name=AT5G01734.1;Derives_from=AT5G01734.1"	AT5G01734.1
Chr5	280793	281281	+	"ID=AT5G01740.1-Protein;Name=AT5G01740.1;Derives_from=AT5G01740.1"	AT5G01740.1
Chr5	290034	290685	+	"ID=AT5G01750.1-Protein;Name=AT5G01750.1;Derives_from=AT5G01750.1"	AT5G01750.1
Chr5	290034	291109	+	"ID=AT5G01750.2-Protein;Name=AT5G01750.2;Derives_from=AT5G01750.2"	AT5G01750.2
Chr5	291753	294127	+	"ID=AT5G01760.1-Protein;Name=AT5G01760.1;Derives_from=AT5G01760.1"	AT5G01760.1
Chr5	294539	301773	-	"ID=AT5G01770.1-Protein;Name=AT5G01770.1;Derives_from=AT5G01770.1"	AT5G01770.1
Chr5	302365	304129	-	"ID=AT5G01780.1-Protein;Name=AT5G01780.1;Derives_from=AT5G01780.1"	AT5G01780.1
Chr5	302365	304129	-	"ID=AT5G01780.2-Protein;Name=AT5G01780.2;Derives_from=AT5G01780.2"	AT5G01780.2
Chr5	305057	305683	-	"ID=AT5G01790.1-Protein;Name=AT5G01790.1;Derives_from=AT5G01790.1"	AT5G01790.1
Chr5	307422	308646	+	"ID=AT5G01800.1-Protein;Name=AT5G01800.1;Derives_from=AT5G01800.1"	AT5G01800.1
Chr5	310460	311725	+	"ID=AT5G01810.1-Protein;Name=AT5G01810.1;Derives_from=AT5G01810.1"	AT5G01810.1
Chr5	310460	311725	+	"ID=AT5G01810.2-Protein;Name=AT5G01810.2;Derives_from=AT5G01810.2"	AT5G01810.2
Chr5	310460	311725	+	"ID=AT5G01810.3-Protein;Name=AT5G01810.3;Derives_from=AT5G01810.3"	AT5G01810.3
Chr5	313423	314751	-	"ID=AT5G01820.1-Protein;Name=AT5G01820.1;Derives_from=AT5G01820.1"	AT5G01820.1
Chr5	320983	323007	+	"ID=AT5G01830.1-Protein;Name=AT5G01830.1;Derives_from=AT5G01830.1"	AT5G01830.1
Chr5	324552	325364	+	"ID=AT5G01840.1-Protein;Name=AT5G01840.1;Derives_from=AT5G01840.1"	AT5G01840.1
Chr5	331773	331904	+	"ID=AT5G01849.1-Protein;Name=AT5G01849.1;Derives_from=AT5G01849.1"	AT5G01849.1
Chr5	332829	334180	+	"ID=AT5G01850.1-Protein;Name=AT5G01850.1;Derives_from=AT5G01850.1"	AT5G01850.1
Chr5	335630	336277	+	"ID=AT5G01860.1-Protein;Name=AT5G01860.1;Derives_from=AT5G01860.1"	AT5G01860.1
Chr5	337234	337678	+	"ID=AT5G01870.1-Protein;Name=AT5G01870.1;Derives_from=AT5G01870.1"	AT5G01870.1
Chr5	339017	339496	+	"ID=AT5G01880.1-Protein;Name=AT5G01880.1;Derives_from=AT5G01880.1"	AT5G01880.1
Chr5	339838	340266	+	"ID=AT5G01881.1-Protein;Name=AT5G01881.1;Derives_from=AT5G01881.1"	AT5G01881.1
Chr5	341661	344650	-	"ID=AT5G01890.1-Protein;Name=AT5G01890.1;Derives_from=AT5G01890.1"	AT5G01890.1
